id,users_id,student_id,department,school_year,semester,branch,year_level,program,classified_as,last_school_attended,last_school_address,status,created_at,updated_at,deleted_at
,1899,C00-0535,SHS,2019-2020,2nd,Uno,grade 11,ICT,old student,,,cancelled,33:38.8,33:38.8,
,1900,C00-0536,College,2021-2022,1st,Main,1st year,BSENTREP,new student,GVHJ Properties Inc.,"7F Cresta Residences Tower 1, 8040 Banahaw Extension, Banate, 9816 Surigao del Norte",failed,33:38.8,33:38.8,
,1901,C00-0537,SHS,2019-2020,1st,Uno,grade 11,ICT,new student,Mega Solutions Inc.,"B18 L33 43rd Road, Campanilla Homes Phase 6, Quezon City, 1025 Metro Manila",deferred,33:38.8,33:38.8,
,1902,C00-0537,SHS,2019-2020,2nd,Uno,grade 11,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1903,C00-0537,SHS,2020-2021,1st,Main,grade 12,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1904,C00-0538,SHS,2021-2022,1st,Uno,grade 11,HUMSS,new student,Global Development Corporation,"27F Kelly Residences 1, 8867 Garnet Avenue, Bacoor, 9081 Lanao del Sur",onhold,33:38.8,33:38.8,
,1905,C00-0538,SHS,2021-2022,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1906,C00-0538,SHS,2022-2023,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1907,C00-0539,SHS,2019-2020,1st,Main,grade 11,HUMSS,new student,HHF Crown Millennium Services Inc.,"7284 Raddish Road, Bongao, 3719 Tarlac",enrolled,33:38.8,33:38.8,
,1908,C00-0539,SHS,2019-2020,2nd,Main,grade 11,HUMSS,old student,,,completed,33:38.8,33:38.8,
,1909,C00-0539,SHS,2020-2021,1st,Uno,grade 12,HUMSS,old student,,,onhold,33:38.8,33:38.8,
,1910,C00-0540,SHS,2022-2023,1st,Main,grade 11,ICT,new student,Northern Union Summit Development Corporation,"8532 Unit I Richardson Drive, Victoria, 8595 Misamis Occidental",enrolled,33:38.8,33:38.8,
,1911,C00-0540,SHS,2022-2023,2nd,Uno,grade 11,ICT,old student,,,approved,33:38.8,33:38.8,
,1912,C00-0540,SHS,2023-2024,1st,Uno,grade 12,ICT,old student,,,completed,33:38.8,33:38.8,
,1913,C00-0541,SHS,2022-2023,1st,Main,grade 11,IA,new student,Philippine State Properties Inc.,"4162 G Mayapis Boulevard, Dauin, 9486 Zamboanga del Sur",completed,33:38.8,33:38.8,
,1914,C00-0541,SHS,2022-2023,2nd,Main,grade 11,IA,old student,,,approved,33:38.8,33:38.8,
,1915,C00-0541,SHS,2023-2024,1st,Uno,grade 12,IA,old student,,,enrolled,33:38.8,33:38.8,
,1916,C00-0542,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,Diaz Genesis Resorts Inc.,"B08 L86 Opal Estates 9, Pinatubo Boulevard, Pateros, 1012 Metro Manila",onhold,33:38.8,33:38.8,
,1917,C00-0542,SHS,2020-2021,2nd,Uno,grade 11,HUMSS,old student,,,approved,33:38.8,33:38.8,
,1918,C00-0542,SHS,2021-2022,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1919,C00-0543,SHS,2019-2020,1st,Main,grade 11,ABM,new student,Montes State Technologies Corporation,"4768 G Calantas Avenue, General Santos, 9826 Davao del Sur",enrolled,33:38.8,33:38.8,
,1920,C00-0543,SHS,2019-2020,2nd,Main,grade 11,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1921,C00-0543,SHS,2020-2021,1st,Main,grade 12,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1922,C00-0544,SHS,2019-2020,1st,Uno,grade 11,ICT,new student,Henderson Technologies Inc.,"19th Floor Cardenas Building 9, 3919 Zircon Drive, Lugait, 3355 Ilocos Norte",completed,33:38.8,33:38.8,
,1923,C00-0544,SHS,2019-2020,2nd,Main,grade 11,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1924,C00-0544,SHS,2020-2021,1st,Uno,grade 12,ICT,old student,,,suspended,33:38.8,33:38.8,
,1925,C00-0545,SHS,2022-2023,1st,Uno,grade 11,HUMSS,new student,Oriental Equities Corporation,"B06 L44 Holt Homes, Virgo Boulevard, Kibungan, 2978 Oriental Mindoro",enrolled,33:38.8,33:38.8,
,1926,C00-0545,SHS,2022-2023,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1927,C00-0545,SHS,2023-2024,1st,Uno,grade 12,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1928,C00-0546,SHS,2021-2022,1st,Uno,grade 11,STEM,new student,Valentine Union Banking Corporation,"B13 L65 8th Road, Richardson Estates, Badian, 3459 Camarines Norte",enrolled,33:38.8,33:38.8,
,1929,C00-0546,SHS,2021-2022,2nd,Main,grade 11,STEM,old student,,,enrolled,33:38.8,33:38.8,
,1930,C00-0546,SHS,2022-2023,1st,Main,grade 12,STEM,old student,,,completed,33:38.8,33:38.8,
,1931,C00-0547,College,2020-2021,1st,Main,1st year,BSCRIM,new student,Mega Group Corporation,"34th Floor Reed Residences Tower 4, 3743 Lanzones Extension, San Pablo, 5494 Kalinga",failed,33:38.8,33:38.8,
,1932,C00-0548,SHS,2021-2022,1st,Main,grade 11,HE,new student,Far Summit Trust Inc.,"B12 L11 65th Road, Macopa Grove 7, Bais, 4131 Ilocos Norte",enrolled,33:38.8,33:38.8,
,1933,C00-0548,SHS,2021-2022,2nd,Uno,grade 11,HE,old student,,,cancelled,33:38.8,33:38.8,
,1934,C00-0549,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Western Shipping Inc.,"9411 61st Road, Constellation Estates Phase 5, Asingan, 2518 Isabela",completed,33:38.8,33:38.8,
,1935,C00-0549,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,failed,33:38.8,33:38.8,
,1936,C00-0550,College,2021-2022,1st,Main,1st year,ACT,new student,Evans Gold Dragon Technologies Inc.,"6295 Virgo Road, Parañaque, 1113 Metro Manila",enrolled,33:38.8,33:38.8,
,1937,C00-0550,College,2021-2022,2nd,Main,1st year,ACT,old student,,,enrolled,33:38.8,33:38.8,
,1938,C00-0550,College,2022-2023,1st,Main,2nd year,ACT,old student,,,onhold,33:38.8,33:38.8,
,1939,C00-0551,College,2020-2021,1st,Main,1st year,BSCRIM,new student,YOZX Union Liberty Bank Corporation,"5560 Unit D Mayapis Drive, Las Piñas, 0850 Metro Manila",enrolled,33:38.8,33:38.8,
,1940,C00-0551,College,2020-2021,2nd,Main,1st year,BSCRIM,old student,,,completed,33:38.8,33:38.8,
,1941,C00-0551,College,2021-2022,1st,Main,2nd year,BSCRIM,old student,,,dropped,33:38.8,33:38.8,
,1942,C00-0552,SHS,2019-2020,1st,Main,grade 11,HE,new student,Northern Empire Equities Inc.,"945 Macapuno Street, Bolinao, 7202 Camiguin",enrolled,33:38.8,33:38.8,
,1943,C00-0552,SHS,2019-2020,2nd,Main,grade 11,HE,old student,,,approved,33:38.8,33:38.8,
,1944,C00-0552,SHS,2020-2021,1st,Uno,grade 12,HE,old student,,,onhold,33:38.8,33:38.8,
,1945,C00-0553,SHS,2021-2022,1st,Main,grade 11,IA,new student,Allied Genesis Empire Trust Inc.,"B16 L19 Sardonyx Street, Melon Homes, Lope de Vega, 2813 Sorsogon",enrolled,33:38.8,33:38.8,
,1946,C00-0553,SHS,2021-2022,2nd,Main,grade 11,IA,old student,,,enrolled,33:38.8,33:38.8,
,1947,C00-0553,SHS,2022-2023,1st,Main,grade 12,IA,old student,,,cancelled,33:38.8,33:38.8,
,1948,C00-0554,College,2020-2021,1st,Main,1st year,BSTM,new student,Rising Hotel Inc.,"B13 L54 Planet Grove, 90th Drive, Oton, 2127 Quezon",dropped,33:38.8,33:38.8,
,1949,C00-0555,SHS,2020-2021,1st,Main,grade 11,ABM,new student,DMOD Technologies Inc.,"61F Azucena Apartment, 992 11th Drive, Padre Garcia, 4980 Abra",onhold,33:38.8,33:38.8,
,1950,C00-0555,SHS,2020-2021,2nd,Main,grade 11,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1951,C00-0555,SHS,2021-2022,1st,Uno,grade 12,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1952,C00-0556,SHS,2022-2023,1st,Main,grade 11,ABM,new student,Manila Genesis Mining Inc.,"Block 25 Lot 73 Moonstone Extension, Juno Estates 5, Trece Martires, 2734 Romblon",enrolled,33:38.8,33:38.8,
,1953,C00-0556,SHS,2022-2023,2nd,Uno,grade 11,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1954,C00-0556,SHS,2023-2024,1st,Main,grade 12,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1955,C00-0557,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,DZFF Development Inc.,"B22 L08 Emerald Estates, 56th Street, Cantilan, 4265 Bataan",enrolled,33:38.8,33:38.8,
,1956,C00-0557,SHS,2020-2021,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1957,C00-0557,SHS,2021-2022,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1958,C00-0558,SHS,2019-2020,1st,Main,grade 11,HUMSS,new student,Northern Silver City Ventures Inc.,"9937 C 54th Avenue, Borbon, 3386 Palawan",enrolled,33:38.8,33:38.8,
,1959,C00-0558,SHS,2019-2020,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1960,C00-0558,SHS,2020-2021,1st,Uno,grade 12,HUMSS,old student,,,completed,33:38.8,33:38.8,
,1961,C00-0559,SHS,2020-2021,1st,Uno,grade 11,ABM,new student,Sovereign Genesis Properties Corporation,"B19 L18 Lester Village 4, Palanan Street, Itogon, 5749 Northern Samar",enrolled,33:38.8,33:38.8,
,1962,C00-0559,SHS,2020-2021,2nd,Uno,grade 11,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1963,C00-0559,SHS,2021-2022,1st,Uno,grade 12,ABM,old student,,,enrolled,33:38.8,33:38.8,
,1964,C00-0560,SHS,2022-2023,1st,Uno,grade 11,ICT,new student,Quad Sun Foods Corporation,"8831 Unit G Arayat Road, Mansalay, 3438 Benguet",enrolled,33:38.8,33:38.8,
,1965,C00-0560,SHS,2022-2023,2nd,Uno,grade 11,ICT,old student,,,completed,33:38.8,33:38.8,
,1966,C00-0560,SHS,2023-2024,1st,Main,grade 12,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1967,C00-0561,College,2021-2022,1st,Main,1st year,BSCRIM,new student,Western Sun Crown Services Corporation,"B19 L18 Phillips Drive, Lumbayao Grove Phase 6, Pasay, 0892 Metro Manila",enrolled,33:38.8,33:38.8,
,1968,C00-0561,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,approved,33:38.8,33:38.8,
,1969,C00-0561,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,1970,C00-0561,College,2022-2023,2nd,Main,2nd year,BSCRIM,old student,,,completed,33:38.8,33:38.8,
,1971,C00-0561,College,2023-2024,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,1972,C00-0561,College,2023-2024,2nd,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,1973,C00-0561,College,2024-2025,1st,Main,4th year,BSCRIM,old student,,,onhold,33:38.8,33:38.8,
,1974,C00-0562,College,2022-2023,1st,Main,1st year,BSENTREP,new student,Double Morning Construction Corporation,"B19 L81 Molave Homes 3, Moore Drive, Tubo, 6288 Biliran",onhold,33:38.8,33:38.8,
,1975,C00-0562,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,approved,33:38.8,33:38.8,
,1976,C00-0562,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.8,33:38.8,
,1977,C00-0562,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,dropped,33:38.8,33:38.8,
,1978,C00-0563,SHS,2019-2020,1st,Main,grade 11,ICT,new student,Krueger Silver Union Ventures Inc.,"7698 Peridot Drive, Kolambugan, 4467 Batanes",enrolled,33:38.8,33:38.8,
,1979,C00-0563,SHS,2019-2020,2nd,Main,grade 11,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1980,C00-0563,SHS,2020-2021,1st,Uno,grade 12,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1981,C00-0564,SHS,2020-2021,1st,Uno,grade 11,ICT,new student,NI Trust Inc.,"5577 Perez Street, Venus Village Phase 2, Guimba, 4100 Occidental Mindoro",transferred,33:38.8,33:38.8,
,1982,C00-0564,SHS,2020-2021,2nd,Uno,grade 11,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1983,C00-0564,SHS,2021-2022,1st,Uno,grade 12,ICT,old student,,,enrolled,33:38.8,33:38.8,
,1984,C00-0565,College,2020-2021,1st,Main,1st year,BTVTED,new student,YFEM Sun Capital Corporation,"654 Pisces Street, Cantilan, 2138 Abra",enrolled,33:38.8,33:38.8,
,1985,C00-0565,College,2020-2021,2nd,Main,1st year,BTVTED,old student,,,onhold,33:38.8,33:38.8,
,1986,C00-0565,College,2021-2022,1st,Main,2nd year,BTVTED,old student,,,approved,33:38.8,33:38.8,
,1987,C00-0565,College,2021-2022,2nd,Main,2nd year,BTVTED,old student,,,enrolled,33:38.8,33:38.8,
,1988,C00-0565,College,2022-2023,1st,Main,3rd year,BTVTED,old student,,,enrolled,33:38.8,33:38.8,
,1989,C00-0565,College,2022-2023,2nd,Main,3rd year,BTVTED,old student,,,enrolled,33:38.8,33:38.8,
,1990,C00-0565,College,2023-2024,1st,Main,4th year,BTVTED,old student,,,onhold,33:38.8,33:38.8,
,1991,C00-0566,College,2019-2020,1st,Main,1st year,BTVTED,new student,Northern Dragon Group Inc.,"Block 15 Lot 88 Leo Street, Church Grove, Mandaluyong, 1381 Metro Manila",enrolled,33:38.8,33:38.8,
,1992,C00-0566,College,2019-2020,2nd,Main,1st year,BTVTED,old student,,,approved,33:38.8,33:38.8,
,1993,C00-0566,College,2020-2021,1st,Main,2nd year,BTVTED,old student,,,failed,33:38.8,33:38.8,
,1994,C00-0567,SHS,2022-2023,1st,Main,grade 11,HUMSS,new student,Southern Empire State Development Limited,"9799C Cauliflower Drive, Valenzuela, 1197 Metro Manila",onhold,33:38.8,33:38.8,
,1995,C00-0567,SHS,2022-2023,2nd,Uno,grade 11,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,1996,C00-0567,SHS,2023-2024,1st,Uno,grade 12,HUMSS,old student,,,approved,33:38.8,33:38.8,
,1997,C00-0568,College,2022-2023,1st,Main,1st year,BSCS,new student,Huff Liberty Resorts Inc.,"Unit 4004 Brown Condominiums, 1522 Aries Drive Extension, Ungkaya Pukan, 9808 Zamboanga Sibugay",failed,33:38.8,33:38.8,
,1998,C00-0569,SHS,2022-2023,1st,Main,grade 11,IA,new student,BSJ Liberty Genesis Properties Corporation,"6123 Unit C Turner Road, San Juan, 1544 Metro Manila",enrolled,33:38.8,33:38.8,
,1999,C00-0569,SHS,2022-2023,2nd,Uno,grade 11,IA,old student,,,enrolled,33:38.8,33:38.8,
,2000,C00-0569,SHS,2023-2024,1st,Uno,grade 12,IA,old student,,,enrolled,33:38.8,33:38.8,
,2001,C00-0570,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,CKW Millennium Sun Construction Inc.,"Room 1012 Coleman Towers 9, 7975 Kalachuchi Street, Malalag, 8204 Compostela Valley",enrolled,33:38.8,33:38.8,
,2002,C00-0570,SHS,2020-2021,2nd,Uno,grade 11,HUMSS,old student,,,enrolled,33:38.8,33:38.8,
,2003,C00-0570,SHS,2021-2022,1st,Main,grade 12,HUMSS,old student,,,dropped,33:38.8,33:38.8,
,2004,C00-0571,College,2022-2023,1st,Main,1st year,BSCRIM,new student,IX Banking Corporation,"3951 G Acacia Extension, Dinapigue, 3663 Mountain Province",onhold,33:38.8,33:38.8,
,2005,C00-0571,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,approved,33:38.8,33:38.8,
,2006,C00-0571,College,2023-2024,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,2007,C00-0571,College,2023-2024,2nd,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,2008,C00-0571,College,2024-2025,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,2009,C00-0571,College,2024-2025,2nd,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,2010,C00-0571,College,2025-2026,1st,Main,4th year,BSCRIM,old student,,,enrolled,33:38.8,33:38.8,
,2011,C00-0572,SHS,2021-2022,1st,Uno,grade 11,IA,new student,Turner Foods Inc.,"1145 Unit A Capricorn Road, Nagbukel, 1909 Benguet",deferred,33:38.8,33:38.8,
,2012,C00-0572,SHS,2021-2022,2nd,Main,grade 11,IA,old student,,,approved,33:38.8,33:38.8,
,2013,C00-0572,SHS,2022-2023,1st,Main,grade 12,IA,old student,,,completed,33:38.8,33:38.8,
,2014,C00-0573,College,2022-2023,1st,Main,1st year,BSCS,new student,HI Resources Corporation,"Block 14 Lot 21 Dapdap Cove Phase 6, Garnet Drive, Ajuy, 5467 Occidental Mindoro",enrolled,33:38.8,33:38.8,
,2015,C00-0573,College,2022-2023,2nd,Main,1st year,BSCS,old student,,,enrolled,33:38.8,33:38.8,
,2016,C00-0573,College,2023-2024,1st,Main,2nd year,BSCS,old student,,,enrolled,33:38.8,33:38.8,
,2017,C00-0573,College,2023-2024,2nd,Main,2nd year,BSCS,old student,,,onhold,33:38.8,33:38.8,
,2018,C00-0573,College,2024-2025,1st,Main,3rd year,BSCS,old student,,,onhold,33:38.8,33:38.8,
,2019,C00-0573,College,2024-2025,2nd,Main,3rd year,BSCS,old student,,,enrolled,33:38.8,33:38.8,
,2020,C00-0573,College,2025-2026,1st,Main,4th year,BSCS,old student,,,failed,33:38.8,33:38.8,
,2021,C00-0574,College,2022-2023,1st,Main,1st year,BSENTREP,new student,Grand Bank Corporation,"Room 1523 Bauhinia Suites 3, 6873 Kanlaon Avenue, Cabiao, 3224 Albay",failed,33:38.8,33:38.8,
,2022,C00-0575,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Global Summit King Company Inc.,"Unit 332 Golden Building 7, 4913 Mayon Boulevard, Roseller Lim, 2732 Pampanga",enrolled,33:38.8,33:38.8,
,2023,C00-0575,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,approved,33:38.8,33:38.8,
,2024,C00-0575,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.8,33:38.8,
,2025,C00-0575,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.8,33:38.8,
,2026,C00-0575,College,2022-2023,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:38.8,33:38.8,
,2027,C00-0575,College,2022-2023,2nd,Main,3rd year,BSENTREP,old student,,,enrolled,33:38.8,33:38.8,
,2028,C00-0575,College,2023-2024,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:38.8,33:38.8,
,2029,C00-0576,SHS,2021-2022,1st,Uno,grade 11,STEM,new student,HKM Crown Silver Construction Inc.,"8518 Glenn Street, Stone Estates 6, Socorro, 5263 Oriental Mindoro",onhold,33:38.9,33:38.9,
,2030,C00-0576,SHS,2021-2022,2nd,Main,grade 11,STEM,old student,,,completed,33:38.9,33:38.9,
,2031,C00-0576,SHS,2022-2023,1st,Uno,grade 12,STEM,old student,,,approved,33:38.9,33:38.9,
,2032,C00-0577,College,2022-2023,1st,Main,1st year,BSCRIM,new student,CSI Properties Inc.,"8646 Campanilla Road, La Libertad, 5117 Pangasinan",enrolled,33:38.9,33:38.9,
,2033,C00-0577,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,dropped,33:38.9,33:38.9,
,2034,C00-0578,SHS,2021-2022,1st,Uno,grade 11,ICT,new student,Sovereign Construction Corporation,"3940 46th Street, Opol, 8408 Zamboanga del Sur",cancelled,33:38.9,33:38.9,
,2035,C00-0579,College,2022-2023,1st,Main,1st year,BSTM,new student,QHNP Star Millennium Enterprise Corporation,"B04 L67 Rowe Cove 2, Andromeda Street, Silay, 6677 Siquijor",enrolled,33:38.9,33:38.9,
,2036,C00-0579,College,2022-2023,2nd,Main,1st year,BSTM,old student,,,enrolled,33:38.9,33:38.9,
,2037,C00-0579,College,2023-2024,1st,Main,2nd year,BSTM,old student,,,completed,33:38.9,33:38.9,
,2038,C00-0579,College,2023-2024,2nd,Main,2nd year,BSTM,old student,,,completed,33:38.9,33:38.9,
,2039,C00-0579,College,2024-2025,1st,Main,3rd year,BSTM,old student,,,enrolled,33:38.9,33:38.9,
,2040,C00-0579,College,2024-2025,2nd,Main,3rd year,BSTM,old student,,,completed,33:38.9,33:38.9,
,2041,C00-0579,College,2025-2026,1st,Main,4th year,BSTM,old student,,,approved,33:38.9,33:38.9,
,2042,C00-0580,College,2019-2020,1st,Main,1st year,BSCRIM,new student,Wright Empire Summit Services Corporation,"Block 18 Lot 26 Calumpang Avenue, Liu Homes 4, Las Piñas, 1150 Metro Manila",enrolled,33:38.9,33:38.9,
,2043,C00-0580,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2044,C00-0580,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,dropped,33:38.9,33:38.9,
,2045,C00-0581,College,2022-2023,1st,Main,1st year,BSCRIM,new student,OAI Crown Hotel Limited,"2817 B Benson Boulevard, Datu Montawal, 2811 Pampanga",enrolled,33:38.9,33:38.9,
,2046,C00-0581,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,approved,33:38.9,33:38.9,
,2047,C00-0581,College,2023-2024,1st,Main,2nd year,BSCRIM,old student,,,completed,33:38.9,33:38.9,
,2048,C00-0581,College,2023-2024,2nd,Main,2nd year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2049,C00-0581,College,2024-2025,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:38.9,33:38.9,
,2050,C00-0581,College,2024-2025,2nd,Main,3rd year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2051,C00-0581,College,2025-2026,1st,Main,4th year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2052,C00-0582,SHS,2020-2021,1st,Main,grade 11,ABM,new student,Quad Genesis Resorts Corporation,"2116 89th Street, Manila, 1274 Metro Manila",completed,33:38.9,33:38.9,
,2053,C00-0582,SHS,2020-2021,2nd,Main,grade 11,ABM,old student,,,failed,33:38.9,33:38.9,
,2054,C00-0583,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Mega Gold Century Manufacturing Inc.,"Room 2809 Comet Towers, 6729 Kanlaon Street, Bulakan, 9600 Bukidnon",enrolled,33:38.9,33:38.9,
,2055,C00-0583,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,dismissed,33:38.9,33:38.9,
,2056,C00-0583,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.9,33:38.9,
,2057,C00-0583,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:38.9,33:38.9,
,2058,C00-0583,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:38.9,33:38.9,
,2059,C00-0583,College,2021-2022,2nd,Main,3rd year,BSENTREP,old student,,,approved,33:38.9,33:38.9,
,2060,C00-0583,College,2022-2023,1st,Main,4th year,BSENTREP,old student,,,approved,33:38.9,33:38.9,
,2061,C00-0584,SHS,2020-2021,1st,Uno,grade 11,STEM,new student,SOH Banking Inc.,"B18 L22 59th Street, Ayala Homes Phase 3, Banaue, 8245 Bukidnon",enrolled,33:38.9,33:38.9,
,2062,C00-0584,SHS,2020-2021,2nd,Uno,grade 11,STEM,old student,,,dropped,33:38.9,33:38.9,
,2063,C00-0585,College,2020-2021,1st,Main,1st year,BSCRIM,new student,Southern Crown Gold Development Inc.,"B11 L89 Onyx Drive, Mccarty Village, Balud, 2410 Nueva Ecija",failed,33:38.9,33:38.9,
,2064,C00-0586,College,2021-2022,1st,Main,1st year,BSCRIM,new student,RWC State Services Inc.,"Room 1201 Walker Tower, 5098 Matumtum Street, Luisiana, 7416 Lanao del Sur",enrolled,33:38.9,33:38.9,
,2065,C00-0586,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,approved,33:38.9,33:38.9,
,2066,C00-0586,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2067,C00-0586,College,2022-2023,2nd,Main,2nd year,BSCRIM,old student,,,completed,33:38.9,33:38.9,
,2068,C00-0586,College,2023-2024,1st,Main,3rd year,BSCRIM,old student,,,approved,33:38.9,33:38.9,
,2069,C00-0586,College,2023-2024,2nd,Main,3rd year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2070,C00-0586,College,2024-2025,1st,Main,4th year,BSCRIM,old student,,,onhold,33:38.9,33:38.9,
,2071,C00-0587,College,2019-2020,1st,Main,1st year,BSCRIM,new student,Allied Hotel Inc.,"B20 L16 Richardson Boulevard, Valenzuela Estates Phase 3, Bacolod, 5325 Aurora",onhold,33:38.9,33:38.9,
,2072,C00-0587,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,transferred,33:38.9,33:38.9,
,2073,C00-0587,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,deferred,33:38.9,33:38.9,
,2074,C00-0587,College,2020-2021,2nd,Main,2nd year,BSCRIM,old student,,,enrolled,33:38.9,33:38.9,
,2075,C00-0587,College,2021-2022,1st,Main,3rd year,BSCRIM,old student,,,transferred,33:38.9,33:38.9,
,2076,C00-0587,College,2021-2022,2nd,Main,3rd year,BSCRIM,old student,,,approved,33:38.9,33:38.9,
